GID	Pathway	Pathway_Name	Pathway_Class	Pathway_Subclass
2452	Cchi02911	ko00790	Folate biosynthesis	Metabolism	Metabolism of cofactors and vitamins
2454	Cchi02913	ko00520	Amino sugar and nucleotide sugar metabolism	Metabolism	Carbohydrate metabolism
2455	Cchi02920	ko00100	Steroid biosynthesis	Metabolism	Lipid metabolism
2456	Cchi02920	ko04142	Lysosome	Cellular Processes	Transport and catabolism
2457	Cchi02920	ko04979	Cholesterol metabolism	Organismal Systems	Digestive system
2458	Cchi02923	ko00260	Glycine, serine and threonine metabolism	Metabolism	Amino acid metabolism
2459	Cchi02924	ko00100	Steroid biosynthesis	Metabolism	Lipid metabolism
2460	Cchi02924	ko04142	Lysosome	Cellular Processes	Transport and catabolism
2461	Cchi02924	ko04979	Cholesterol metabolism	Organismal Systems	Digestive system
2462	Cchi02926	ko00100	Steroid biosynthesis	Metabolism	Lipid metabolism
2463	Cchi02926	ko04142	Lysosome	Cellular Processes	Transport and catabolism
2464	Cchi02926	ko04979	Cholesterol metabolism	Organismal Systems	Digestive system
2465	Cchi02935	ko00380	Tryptophan metabolism	Metabolism	Amino acid metabolism
2466	Cchi02935	ko00630	Glyoxylate and dicarboxylate metabolism	Metabolism	Carbohydrate metabolism
2467	Cchi02940	ko00380	Tryptophan metabolism	Metabolism	Amino acid metabolism
2468	Cchi02940	ko00630	Glyoxylate and dicarboxylate metabolism	Metabolism	Carbohydrate metabolism
2469	Cchi02943	ko03060	Protein export	Genetic Information Processing	Folding, sorting and degradation
2470	Cchi02943	ko04141	Protein processing in endoplasmic reticulum	Genetic Information Processing	Folding, sorting and degradation
2471	Cchi02943	ko04145	Phagosome	Cellular Processes	Transport and catabolism
2474	Cchi02944	ko04320	Dorso-ventral axis formation	Organismal Systems	Development
2475	Cchi02944	ko04330	Notch signaling pathway	Environmental Information Processing	Signal transduction
2476	Cchi02944	ko04658	Th1 and Th2 cell differentiation	Organismal Systems	Immune system
2477	Cchi02944	ko04919	Thyroid hormone signaling pathway	Organismal Systems	Endocrine system
2483	Cchi02948	ko00190	Oxidative phosphorylation	Metabolism	Energy metabolism
2484	Cchi02948	ko04714	Thermogenesis	Organismal Systems	Environmental adaptation
2485	Cchi02948	ko04723	Retrograde endocannabinoid signaling	Organismal Systems	Nervous system
2490	Cchi02961	ko04015	Rap1 signaling pathway	Environmental Information Processing	Signal transduction
2491	Cchi02961	ko04510	Focal adhesion	Cellular Processes	Cellular community - eukaryotes
2492	Cchi02961	ko04722	Neurotrophin signaling pathway	Organismal Systems	Nervous system
2493	Cchi02961	ko04910	Insulin signaling pathway	Organismal Systems	Endocrine system
2495	Cchi02963	ko04110	Cell cycle	Cellular Processes	Cell growth and death
2496	Cchi02963	ko04152	AMPK signaling pathway	Environmental Information Processing	Signal transduction
2497	Cchi02963	ko04218	Cellular senescence	Cellular Processes	Cell growth and death
2498	Cchi02963	ko04914	Progesterone-mediated oocyte maturation	Organismal Systems	Endocrine system
2503	Cchi02966	ko04721	Synaptic vesicle cycle	Organismal Systems	Nervous system
2504	Cchi02967	ko04721	Synaptic vesicle cycle	Organismal Systems	Nervous system
2505	Cchi02968	ko00280	Valine, leucine and isoleucine degradation	Metabolism	Amino acid metabolism
2506	Cchi02968	ko00640	Propanoate metabolism	Metabolism	Carbohydrate metabolism
2507	Cchi02970	ko03050	Proteasome	Genetic Information Processing	Folding, sorting and degradation
2508	Cchi02972	ko00532	Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate	Metabolism	Glycan biosynthesis and metabolism
2509	Cchi02972	ko00534	Glycosaminoglycan biosynthesis - heparan sulfate / heparin	Metabolism	Glycan biosynthesis and metabolism
2510	Cchi02978	ko04721	Synaptic vesicle cycle	Organismal Systems	Nervous system
2511	Cchi02978	ko04911	Insulin secretion	Organismal Systems	Endocrine system
2512	Cchi02981	ko00190	Oxidative phosphorylation	Metabolism	Energy metabolism
2513	Cchi02981	ko04145	Phagosome	Cellular Processes	Transport and catabolism
2514	Cchi02981	ko04150	mTOR signaling pathway	Environmental Information Processing	Signal transduction
2515	Cchi02981	ko04721	Synaptic vesicle cycle	Organismal Systems	Nervous system
2516	Cchi02981	ko04966	Collecting duct acid secretion	Organismal Systems	Excretory system
2520	Cchi02984	ko04750	Inflammatory mediator regulation of TRP channels	Organismal Systems	Sensory system
2521	Cchi02997	ko03013	RNA transport	Genetic Information Processing	Translation
2522	Cchi02997	ko04214	Apoptosis - fly	Cellular Processes	Cell growth and death
2523	Cchi02998	ko00061	Fatty acid biosynthesis	Metabolism	Lipid metabolism
2524	Cchi02998	ko00072	Synthesis and degradation of ketone bodies	Metabolism	Lipid metabolism
2525	Cchi02998	ko00650	Butanoate metabolism	Metabolism	Carbohydrate metabolism
2526	Cchi02998	ko04152	AMPK signaling pathway	Environmental Information Processing	Signal transduction
2527	Cchi02998	ko04910	Insulin signaling pathway	Organismal Systems	Endocrine system
2531	Cchi03010	ko00240	Pyrimidine metabolism	Metabolism	Nucleotide metabolism
2532	Cchi03011	ko04141	Protein processing in endoplasmic reticulum	Genetic Information Processing	Folding, sorting and degradation
2533	Cchi03011	ko04213	Longevity regulating pathway - multiple species	Organismal Systems	Aging
2534	Cchi03013	ko04141	Protein processing in endoplasmic reticulum	Genetic Information Processing	Folding, sorting and degradation
2535	Cchi03013	ko04213	Longevity regulating pathway - multiple species	Organismal Systems	Aging
2536	Cchi03026	ko03010	Ribosome	Genetic Information Processing	Translation
2537	Cchi03030	ko04340	Hedgehog signaling pathway	Environmental Information Processing	Signal transduction
2538	Cchi03031	ko00670	One carbon pool by folate	Metabolism	Metabolism of cofactors and vitamins
2539	Cchi03031	ko00790	Folate biosynthesis	Metabolism	Metabolism of cofactors and vitamins
2541	Cchi03033	ko04919	Thyroid hormone signaling pathway	Organismal Systems	Endocrine system
2542	Cchi03035	ko04120	Ubiquitin mediated proteolysis	Genetic Information Processing	Folding, sorting and degradation
2543	Cchi03036	ko04136	Autophagy - other	Cellular Processes	Transport and catabolism
2544	Cchi03036	ko04137	Mitophagy - animal	Cellular Processes	Transport and catabolism
2545	Cchi03036	ko04138	Autophagy - yeast	Cellular Processes	Transport and catabolism
2546	Cchi03036	ko04140	Autophagy - animal	Cellular Processes	Transport and catabolism
2547	Cchi03036	ko04211	Longevity regulating pathway	Organismal Systems	Aging
2548	Cchi03036	ko04213	Longevity regulating pathway - multiple species	Organismal Systems	Aging
2549	Cchi03036	ko04216	Ferroptosis	Cellular Processes	Cell growth and death
2550	Cchi03036	ko04621	NOD-like receptor signaling pathway	Organismal Systems	Immune system
2551	Cchi03036	ko04622	RIG-I-like receptor signaling pathway	Organismal Systems	Immune system
2553	Cchi03039	ko04142	Lysosome	Cellular Processes	Transport and catabolism
2554	Cchi03039	ko04612	Antigen processing and presentation	Organismal Systems	Immune system
2555	Cchi03097	ko04144	Endocytosis	Cellular Processes	Transport and catabolism
2556	Cchi03102	ko03015	mRNA surveillance pathway	Genetic Information Processing	Translation
2557	Cchi03102	ko04071	Sphingolipid signaling pathway	Environmental Information Processing	Signal transduction
2558	Cchi03102	ko04151	PI3K-Akt signaling pathway	Environmental Information Processing	Signal transduction
2559	Cchi03102	ko04152	AMPK signaling pathway	Environmental Information Processing	Signal transduction
2560	Cchi03102	ko04261	Adrenergic signaling in cardiomyocytes	Organismal Systems	Circulatory system
2561	Cchi03102	ko04728	Dopaminergic synapse	Organismal Systems	Nervous system
2563	Cchi03108	ko03010	Ribosome	Genetic Information Processing	Translation
2564	Cchi03112	ko00073	Cutin, suberine and wax biosynthesis	Metabolism	Lipid metabolism
2565	Cchi03112	ko04146	Peroxisome	Cellular Processes	Transport and catabolism
2566	Cchi03112	ko04212	Longevity regulating pathway - worm	Organismal Systems	Aging
2567	Cchi03114	ko00051	Fructose and mannose metabolism	Metabolism	Carbohydrate metabolism
2568	Cchi03114	ko00520	Amino sugar and nucleotide sugar metabolism	Metabolism	Carbohydrate metabolism
2569	Cchi03114	ko04141	Protein processing in endoplasmic reticulum	Genetic Information Processing	Folding, sorting and degradation
2570	Cchi03120	ko04910	Insulin signaling pathway	Organismal Systems	Endocrine system
2571	Cchi03121	ko04910	Insulin signaling pathway	Organismal Systems	Endocrine system
2572	Cchi03165	ko00330	Arginine and proline metabolism	Metabolism	Amino acid metabolism
2573	Cchi03165	ko00480	Glutathione metabolism	Metabolism	Metabolism of other amino acids
2574	Cchi03169	ko00532	Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate	Metabolism	Glycan biosynthesis and metabolism
2575	Cchi03169	ko00534	Glycosaminoglycan biosynthesis - heparan sulfate / heparin	Metabolism	Glycan biosynthesis and metabolism
2576	Cchi03171	ko04080	Neuroactive ligand-receptor interaction	Environmental Information Processing	Signaling molecules and interaction
2577	Cchi03171	ko04972	Pancreatic secretion	Organismal Systems	Digestive system
2578	Cchi03171	ko04974	Protein digestion and absorption	Organismal Systems	Digestive system
2580	Cchi03174	ko00564	Glycerophospholipid metabolism	Metabolism	Lipid metabolism
2581	Cchi03174	ko00565	Ether lipid metabolism	Metabolism	Lipid metabolism
2582	Cchi03174	ko00590	Arachidonic acid metabolism	Metabolism	Lipid metabolism
2583	Cchi03174	ko00591	Linoleic acid metabolism	Metabolism	Lipid metabolism
2584	Cchi03174	ko00592	alpha-Linolenic acid metabolism	Metabolism	Lipid metabolism
2585	Cchi03174	ko04014	Ras signaling pathway	Environmental Information Processing	Signal transduction
2586	Cchi03174	ko04270	Vascular smooth muscle contraction	Organismal Systems	Circulatory system
2587	Cchi03174	ko04750	Inflammatory mediator regulation of TRP channels	Organismal Systems	Sensory system
2588	Cchi03176	ko04979	Cholesterol metabolism	Organismal Systems	Digestive system
2589	Cchi03178	ko00970	Aminoacyl-tRNA biosynthesis	Genetic Information Processing	Translation
2590	Cchi03180	ko00510	N-Glycan biosynthesis	Metabolism	Glycan biosynthesis and metabolism
2591	Cchi03180	ko00513	Various types of N-glycan biosynthesis	Metabolism	Glycan biosynthesis and metabolism
2592	Cchi03180	ko04141	Protein processing in endoplasmic reticulum	Genetic Information Processing	Folding, sorting and degradation
2593	Cchi03196	ko00040	Pentose and glucuronate interconversions	Metabolism	Carbohydrate metabolism
2594	Cchi03196	ko00053	Ascorbate and aldarate metabolism	Metabolism	Carbohydrate metabolism
2595	Cchi03196	ko00140	Steroid hormone biosynthesis	Metabolism	Lipid metabolism
2596	Cchi03196	ko00830	Retinol metabolism	Metabolism	Metabolism of cofactors and vitamins
2597	Cchi03196	ko00860	Porphyrin and chlorophyll metabolism	Metabolism	Metabolism of cofactors and vitamins
2598	Cchi03196	ko00980	Metabolism of xenobiotics by cytochrome P450	Metabolism	Xenobiotics biodegradation and metabolism
2599	Cchi03196	ko00982	Drug metabolism - cytochrome P450	Metabolism	Xenobiotics biodegradation and metabolism
2600	Cchi03196	ko00983	Drug metabolism - other enzymes	Metabolism	Xenobiotics biodegradation and metabolism
2602	Cchi03203	ko00040	Pentose and glucuronate interconversions	Metabolism	Carbohydrate metabolism
2603	Cchi03203	ko00053	Ascorbate and aldarate metabolism	Metabolism	Carbohydrate metabolism
2604	Cchi03203	ko00140	Steroid hormone biosynthesis	Metabolism	Lipid metabolism
2605	Cchi03203	ko00830	Retinol metabolism	Metabolism	Metabolism of cofactors and vitamins
2606	Cchi03203	ko00860	Porphyrin and chlorophyll metabolism	Metabolism	Metabolism of cofactors and vitamins
2607	Cchi03203	ko00980	Metabolism of xenobiotics by cytochrome P450	Metabolism	Xenobiotics biodegradation and metabolism
2608	Cchi03203	ko00982	Drug metabolism - cytochrome P450	Metabolism	Xenobiotics biodegradation and metabolism
2609	Cchi03203	ko00983	Drug metabolism - other enzymes	Metabolism	Xenobiotics biodegradation and metabolism
2611	Cchi03204	ko00040	Pentose and glucuronate interconversions	Metabolism	Carbohydrate metabolism
2612	Cchi03204	ko00053	Ascorbate and aldarate metabolism	Metabolism	Carbohydrate metabolism
2613	Cchi03204	ko00140	Steroid hormone biosynthesis	Metabolism	Lipid metabolism
2614	Cchi03204	ko00830	Retinol metabolism	Metabolism	Metabolism of cofactors and vitamins
2615	Cchi03204	ko00860	Porphyrin and chlorophyll metabolism	Metabolism	Metabolism of cofactors and vitamins
2616	Cchi03204	ko00980	Metabolism of xenobiotics by cytochrome P450	Metabolism	Xenobiotics biodegradation and metabolism
2617	Cchi03204	ko00982	Drug metabolism - cytochrome P450	Metabolism	Xenobiotics biodegradation and metabolism
2618	Cchi03204	ko00983	Drug metabolism - other enzymes	Metabolism	Xenobiotics biodegradation and metabolism
2620	Cchi03205	ko00970	Aminoacyl-tRNA biosynthesis	Genetic Information Processing	Translation
2621	Cchi03206	ko00100	Steroid biosynthesis	Metabolism	Lipid metabolism
2622	Cchi03218	ko04977	Vitamin digestion and absorption	Organismal Systems	Digestive system
2623	Cchi03219	ko04977	Vitamin digestion and absorption	Organismal Systems	Digestive system
2624	Cchi03220	ko00240	Pyrimidine metabolism	Metabolism	Nucleotide metabolism
2625	Cchi03220	ko04310	Wnt signaling pathway	Environmental Information Processing	Signal transduction
2628	Cchi03231	ko00270	Cysteine and methionine metabolism	Metabolism	Amino acid metabolism
2629	Cchi03231	ko00480	Glutathione metabolism	Metabolism	Metabolism of other amino acids
2630	Cchi03231	ko04212	Longevity regulating pathway - worm	Organismal Systems	Aging
2631	Cchi03231	ko04216	Ferroptosis	Cellular Processes	Cell growth and death
2632	Cchi03242	ko00052	Galactose metabolism	Metabolism	Carbohydrate metabolism
2633	Cchi03242	ko00520	Amino sugar and nucleotide sugar metabolism	Metabolism	Carbohydrate metabolism
2634	Cchi03245	ko00040	Pentose and glucuronate interconversions	Metabolism	Carbohydrate metabolism
2635	Cchi03245	ko00053	Ascorbate and aldarate metabolism	Metabolism	Carbohydrate metabolism
2636	Cchi03245	ko00140	Steroid hormone biosynthesis	Metabolism	Lipid metabolism
2637	Cchi03245	ko00830	Retinol metabolism	Metabolism	Metabolism of cofactors and vitamins
2638	Cchi03245	ko00860	Porphyrin and chlorophyll metabolism	Metabolism	Metabolism of cofactors and vitamins
2639	Cchi03245	ko00980	Metabolism of xenobiotics by cytochrome P450	Metabolism	Xenobiotics biodegradation and metabolism
2640	Cchi03245	ko00982	Drug metabolism - cytochrome P450	Metabolism	Xenobiotics biodegradation and metabolism
2641	Cchi03245	ko00983	Drug metabolism - other enzymes	Metabolism	Xenobiotics biodegradation and metabolism
2643	Cchi03272	ko04141	Protein processing in endoplasmic reticulum	Genetic Information Processing	Folding, sorting and degradation
2645	Cchi03277	ko00515	Mannose type O-glycan biosynthesis	Metabolism	Glycan biosynthesis and metabolism
2646	Cchi03281	ko03010	Ribosome	Genetic Information Processing	Translation
2647	Cchi03286	ko03013	RNA transport	Genetic Information Processing	Translation
2649	Cchi03287	ko03420	Nucleotide excision repair	Genetic Information Processing	Replication and repair
2650	Cchi03287	ko04066	HIF-1 signaling pathway	Environmental Information Processing	Signal transduction
2651	Cchi03287	ko04110	Cell cycle	Cellular Processes	Cell growth and death
2652	Cchi03287	ko04111	Cell cycle - yeast	Cellular Processes	Cell growth and death
2653	Cchi03287	ko04114	Oocyte meiosis	Cellular Processes	Cell growth and death
2654	Cchi03287	ko04120	Ubiquitin mediated proteolysis	Genetic Information Processing	Folding, sorting and degradation
